assignment_id;pr_number;github_username;pull_request_data;user_id;pull_request_url
1;88;git_username_masked;"{""pr_id"": 0065403500, ""state"": ""open"", ""head_sha"": ""a0dea92d0342ddeb513d246bfed86b9c4b818764"", ""workflow_run"": {""fork"": true, ""event"": ""pull_request_target"", ""run_id"": 9138264111, ""status"": ""completed"", ""conclusion"": ""success"", ""created_at"": ""2024-05-18T07:29:54Z"", ""run_number"": 439, ""updated_at"": ""2024-05-18T07:33:12Z"", ""workflow_url"": ""https://github.com/Git-Organization/dimensional-data-modeling-pub/actions/runs/run_id"", ""head_repository"": ""Git-Organization/dimensional-data-modeling-pub-git_username""}, ""github_username"": ""git_username"", ""submission_link"": ""https://github.com/Git-Organization/dimensional-data-modeling-pub/pull/000"", ""submission_time"": ""2024-05-18T04:21:56Z""}";user_id_masked;https://github.com/Git-Organization/dimensional-data-modeling-pub/pull/000
2;66;git_username_masked;"{""pr_id"": 0074304100, ""state"": ""open"", ""head_sha"": ""5ff4c58250ba9b9d0728d53080539dd2bab81f44"", ""workflow_run"": {""fork"": true, ""event"": ""pull_request_target"", ""run_id"": 9152793020, ""status"": ""completed"", ""conclusion"": ""success"", ""created_at"": ""2024-05-20T02:52:00Z"", ""run_number"": 284, ""updated_at"": ""2024-05-20T02:54:31Z"", ""workflow_url"": ""https://github.com/Git-Organization/fact-data-modeling-pub/actions/runs/run_id"", ""head_repository"": ""Git-Organization/fact-data-modeling-pub-git_username""}, ""github_username"": ""git_username"", ""submission_link"": ""https://github.com/Git-Organization/fact-data-modeling-pub/pull/000"", ""submission_time"": ""2024-05-20T02:32:43Z""}";user_id_masked;https://github.com/Git-Organization/fact-data-modeling-pub/pull/000
1;130;git_username_masked;"{""pr_id"": 0074405100, ""state"": ""open"", ""head_sha"": ""f7141d88ad79f876aadd1d214fd2eb409daef70f"", ""workflow_run"": {""fork"": true, ""event"": ""pull_request_target"", ""run_id"": 9152765783, ""status"": ""completed"", ""conclusion"": ""success"", ""created_at"": ""2024-05-20T02:47:25Z"", ""run_number"": 582, ""updated_at"": ""2024-05-20T02:49:02Z"", ""workflow_url"": ""https://github.com/Git-Organization/dimensional-data-modeling-pub/actions/runs/run_id"", ""head_repository"": ""Git-Organization/dimensional-data-modeling-pub-git_username""}, ""github_username"": ""git_username"", ""submission_link"": ""https://github.com/Git-Organization/dimensional-data-modeling-pub/pull/000"", ""submission_time"": ""2024-05-20T02:47:22Z""}";user_id_masked;https://github.com/Git-Organization/dimensional-data-modeling-pub/pull/000
1;173;git_username_masked;"{""pr_id"": 0014708300, ""state"": ""open"", ""head_sha"": ""83da5ede6d62bcdd19f164ae09be08dba2dfc52e"", ""workflow_run"": {""fork"": true, ""event"": ""pull_request_target"", ""run_id"": 9185573461, ""status"": ""completed"", ""conclusion"": ""failure"", ""created_at"": ""2024-05-22T04:57:54Z"", ""run_number"": 867, ""updated_at"": ""2024-05-22T04:59:17Z"", ""workflow_url"": ""https://github.com/Git-Organization/dimensional-data-modeling-pub/actions/runs/run_id"", ""head_repository"": ""Git-Organization/dimensional-data-modeling-pub-git_username""}, ""github_username"": ""git_username"", ""submission_link"": ""https://github.com/Git-Organization/dimensional-data-modeling-pub/pull/000"", ""submission_time"": ""2024-05-22T02:25:40Z""}";user_id_masked;https://github.com/Git-Organization/dimensional-data-modeling-pub/pull/000
2;95;git_username_masked;"{""pr_id"": 0094607200, ""state"": ""open"", ""head_sha"": ""e8fb3c9fb61a29dbc8c589d841a52b51d5c218cd"", ""workflow_run"": {""fork"": true, ""event"": ""pull_request_target"", ""run_id"": 9185133568, ""status"": ""completed"", ""conclusion"": ""success"", ""created_at"": ""2024-05-22T04:00:41Z"", ""run_number"": 744, ""updated_at"": ""2024-05-22T04:02:48Z"", ""workflow_url"": ""https://github.com/Git-Organization/fact-data-modeling-pub/actions/runs/run_id"", ""head_repository"": ""Git-Organization/fact-data-modeling-pub-git_username""}, ""github_username"": ""git_username"", ""submission_link"": ""https://github.com/Git-Organization/fact-data-modeling-pub/pull/000"", ""submission_time"": ""2024-05-21T03:43:49Z""}";user_id_masked;https://github.com/Git-Organization/fact-data-modeling-pub/pull/000
1;41;git_username_masked;"{""pr_id"": 0044909400, ""state"": ""open"", ""head_sha"": ""2cdc3d91dbd51e425844065e190a7bc97b07bfce"", ""workflow_run"": {""fork"": true, ""event"": ""pull_request_target"", ""run_id"": 9132858499, ""status"": ""completed"", ""conclusion"": ""success"", ""created_at"": ""2024-05-17T18:46:12Z"", ""run_number"": 312, ""updated_at"": ""2024-05-17T18:48:25Z"", ""workflow_url"": ""https://github.com/Git-Organization/dimensional-data-modeling-pub/actions/runs/run_id"", ""head_repository"": ""Git-Organization/dimensional-data-modeling-pub-git_username""}, ""github_username"": ""git_username"", ""submission_link"": ""https://github.com/Git-Organization/dimensional-data-modeling-pub/pull/000"", ""submission_time"": ""2024-05-16T23:42:57Z""}";user_id_masked;https://github.com/Git-Organization/dimensional-data-modeling-pub/pull/000
2;128;git_username_masked;"{""pr_id"": 0014303200, ""state"": ""open"", ""head_sha"": ""ecb378f0e63929169fb1c85e296508665d2de7ee"", ""workflow_run"": {""fork"": true, ""event"": ""pull_request_target"", ""run_id"": 9184488543, ""status"": ""completed"", ""conclusion"": ""success"", ""created_at"": ""2024-05-22T02:34:55Z"", ""run_number"": 701, ""updated_at"": ""2024-05-22T02:37:02Z"", ""workflow_url"": ""https://github.com/Git-Organization/fact-data-modeling-pub/actions/runs/run_id"", ""head_repository"": ""Git-Organization/fact-data-modeling-pub-git_username""}, ""github_username"": ""git_username"", ""submission_link"": ""https://github.com/Git-Organization/fact-data-modeling-pub/pull/000"", ""submission_time"": ""2024-05-22T01:22:43Z""}";user_id_masked;https://github.com/Git-Organization/fact-data-modeling-pub/pull/000
1;164;git_username_masked;"{""pr_id"": 0012100800, ""state"": ""open"", ""head_sha"": ""8e33abb30cddf0bec00d5aa01e35c91d4498619d"", ""workflow_run"": {""fork"": true, ""event"": ""pull_request_target"", ""run_id"": 9181718017, ""status"": ""completed"", ""conclusion"": ""success"", ""created_at"": ""2024-05-21T21:26:38Z"", ""run_number"": 759, ""updated_at"": ""2024-05-21T21:28:18Z"", ""workflow_url"": ""https://github.com/Git-Organization/dimensional-data-modeling-pub/actions/runs/run_id"", ""head_repository"": ""Git-Organization/dimensional-data-modeling-pub-git_username""}, ""github_username"": ""git_username"", ""submission_link"": ""https://github.com/Git-Organization/dimensional-data-modeling-pub/pull/000"", ""submission_time"": ""2024-05-21T21:26:35Z""}";user_id_masked;https://github.com/Git-Organization/dimensional-data-modeling-pub/pull/000
2;132;git_username_masked;"{""pr_id"": 0015009000, ""state"": ""open"", ""head_sha"": ""804270e7bb2a41f903c31c16e78c123ed014f679"", ""workflow_run"": {""fork"": true, ""event"": ""pull_request_target"", ""run_id"": 9184785775, ""status"": ""completed"", ""conclusion"": ""success"", ""created_at"": ""2024-05-22T03:13:51Z"", ""run_number"": 713, ""updated_at"": ""2024-05-22T03:16:26Z"", ""workflow_url"": ""https://github.com/Git-Organization/fact-data-modeling-pub/actions/runs/run_id"", ""head_repository"": ""Git-Organization/fact-data-modeling-pub-git_username""}, ""github_username"": ""git_username"", ""submission_link"": ""https://github.com/Git-Organization/fact-data-modeling-pub/pull/000"", ""submission_time"": ""2024-05-22T03:04:16Z""}";user_id_masked;https://github.com/Git-Organization/fact-data-modeling-pub/pull/000
1;138;git_username_masked;"{""pr_id"": 0087302800, ""state"": ""open"", ""head_sha"": ""05de5959a88abfe88f4d7abddaa4e391d29a4ebe"", ""workflow_run"": {""fork"": true, ""event"": ""pull_request_target"", ""run_id"": 9162257500, ""status"": ""completed"", ""conclusion"": ""success"", ""created_at"": ""2024-05-20T17:02:16Z"", ""run_number"": 621, ""updated_at"": ""2024-05-20T17:04:02Z"", ""workflow_url"": ""https://github.com/Git-Organization/dimensional-data-modeling-pub/actions/runs/run_id"", ""head_repository"": ""Git-Organization/dimensional-data-modeling-pub-git_username""}, ""github_username"": ""git_username"", ""submission_link"": ""https://github.com/Git-Organization/dimensional-data-modeling-pub/pull/000"", ""submission_time"": ""2024-05-20T17:02:13Z""}";user_id_masked;https://github.com/Git-Organization/dimensional-data-modeling-pub/pull/000
